id,type,question,options,answer,tip
779,single,"辅警履行职责行为的后果由（ ）承担。","A. 本人|B. 责任领导|C. 管理民警|D. 本人所在的公安机关",D,"💡 记忆技巧：辅警是公安机关的工作人员，履职后果由'所在公安机关'承担。"
780,single,"下列不属于应聘辅警应当具备基本条件是（ ）。","A. 具有中华人民共和国国籍|B. 十八周岁以上，三十五周岁以下|C. 具有丰富的工作经验|D. 具有正常履行岗位职责所需的身体条件和心理素质",C,"💡 记忆技巧：'丰富的工作经验'不是必备条件，应届生也可以应聘。"
781,single,"有下列（ ）之一情形的，不得招聘为辅警。","A. 有网贷未还清的人员|B. 因赌博受过治安管理处罚的人员|C. 因违章停车受到交通处罚的人员|D. 有直系亲属为民辅警身份的人员",B,"💡 记忆技巧：赌博受过治安处罚→有违法记录，不得招聘。"
782,single,"公安机关应当定期对辅警进行考核，（ ）作为工资调整、层级升降、奖励惩处、续聘解聘等的主要依据。","A. 考核结果|B. 工作能力|C. 工作态度|D. 工作效率",A,"💡 记忆技巧：考核结果是'指挥棒'，决定一切。"
783,single,"警务辅助人员在履行职责期间侵犯公民、法人或者其他组织的合法权益造成损害的，由（ ）依照国家赔偿有关规定予以赔偿。","A. 辅警本人|B. 使用警务辅助人员的公安机关|C. 违法行为发生地政府|D. 辅警本人与公安机关共同",B,"💡 记忆技巧：国家赔偿主体是'用人单位'（公安机关）。"
784,single,"新聘辅警在签订的劳动合同中明确试用期工资，试用期工资不发放（ ）。","A. 层级工资|B. 相关津补贴|C. 基本工资|D. 据实支付的加班工资",A,"💡 记忆技巧：试用期只有基本工资，没有'层级工资'（还没定级）。"
785,single,"辅警工作年限变动、层级变动、岗位变动及其他变动因素导致工资变动的，从变动（ ）起执行新的工资标准。","A. 本月|B. 次月|C. 当日|D. 次月同日",B,"💡 记忆技巧：工资变动'次月'执行。"
786,single,"公安机关（ ）部门负责辅警服装经费保障及制作配发工作；（ ）部门负责对辅警着装遵规守纪情况进行监督检查。","A. 辅警管理 督察|B. 警务保障 督察|C. 警务保障 纪检|D. 辅警管理 纪检",B,"💡 记忆技巧：'警务保障'管钱管物，'督察'管纪律。"
787,single,"下列不属于勤务辅警可单独从事的工作是（ ）。","A. 巡逻、值守|B. 指导当事人自行协商处置轻微交通事故|C. 看管违法犯罪嫌疑人|D. 救助受伤受困人员",C,"💡 记忆技巧：'看管'需要民警带领，不能单独进行（有风险）。"
788,single,"如辅警不能胜任工作，经过培训或者调整工作岗位，仍不能胜任工作的，可以提前（ ）以书面形式通知辅警本人，解除劳动合同，无需支付经济补偿。","A. 三日|B. 三十日|C. 十五日|D. 七日",B,"💡 记忆技巧：劳动合同法规定：不能胜任工作解除需提前30日通知或支付代通知金。"
789,single,"根据《广西壮族自治区公安机关警务辅助人员条例》规定，县级以上人民政府应当在经费预算范围内，参照（ ）标准，合理确定警务辅助人员工资水平，并根据当地经济社会发展情况和财政状况，建立动态调整机制。","A. 当地上年度基本养老保险缴费基数|B. 当地上年度城镇居民可支配收入|C. 当地上年度城镇单位就业人员平均工资|D. 当地上年度在岗职工平均工资",C,"💡 记忆技巧：参照'城镇单位就业人员平均工资'。"
790,single,"警务辅助人员是指根据社会治安形势发展和公安工作实际需要，面向社会招聘，为公安机关日常运转和警务活动提供辅助支持的（ ）身份人员。","A. 非人民警察|B. 公务员编制|C. 文职|D. 事业编制",A,"💡 记忆技巧：'非人民警察'身份，这是辅警的本质特征。"
791,single,"以下最有可能是辅警身份的人员是（ ）。","A. 高架桥酒驾检测点工作人员|B. 人行道处安全监督员|C. 社区残疾人帮扶志愿者|D. 公安机关食堂从事膳食的后勤人员",A,"💡 记忆技巧：酒驾检测点工作人员有'协助执法'性质，可能是辅警。"
792,single,"辅警因依法履行职责，受到不实投诉、恶意炒作或者侮辱、诽谤等被错误追究责任的，应当（ ）。","A. 经济补偿|B. 不溯既往|C. 及时纠正|D. 既补偿又纠正",C,"💡 记忆技巧：'及时纠正'——有错必纠，恢复名誉。"
793,single,"下列人员最可能符合辅警招聘基本条件的人员是（ ）。","A. 患有中度抑郁症尚在治疗阶段的人员丁|B. 已在中国境内居住10年的外国青年甲|C. 刚刚大学本科毕业但未取得学士学位的青年丙|D. 年满35周岁曾就业于保安公司健康人员乙",C,"💡 记忆技巧：丙年龄符合（18-35），有学历（本科），无疾病、非外国籍。"
794,single,"辅警患病，在医疗期内停工治疗期间，每月领取的病假工资不得低于当地最低工资标准的（ ）。","A. 80%|B. 95%|C. 70%|D. 90%",A,"💡 记忆技巧：病假工资不低于最低工资的80%。"
795,single,"依据辅警工作职责和岗位性质特点，按照（ ）两大序列。","A. 综合技能，专业技能|B. 协勤，辅警|C. 文职，勤务|D. 文职辅警，勤务辅警",D,"💡 记忆技巧：'文职辅警'和'勤务辅警'两大序列。"
796,single,"辅警招聘应当遵循公开公平、（ ）择优的原则，统一招聘标准和程序，明确招聘岗位，严格选拔聘用。","A. 双向|B. 竞争|C. 公正|D. 专业",B,"💡 记忆技巧：'公开公平、竞争择优'。"
797,single,"试用期间被证明不符合录用条件的，（ ）。","A. 调整岗位，继续试用|B. 依法解除劳动关系|C. 重新培训后，继续试用|D. 经试用单位批准，可延长试用期",B,"💡 记忆技巧：不符合录用条件→直接解除。"
798,single,"辅警招聘资格审查环节，应聘人员报名后，对其报考资格条件进行审查。主要包括核实身份、（ ）、年龄等。","A. 政治面貌|B. 专业技能|C. 学位|D. 学历",D,"💡 记忆技巧：身份、'学历'、年龄是资格审查三要素。"
799,single,"辅警招聘考察工作参照《公安机关录用人民警察政治考察工作办法》等规定执行，并核查应聘人员个人信用信息，对（ ）的不予录用。","A. 大额贷款未还完|B. 逾期90天还款|C. 被依法列入严重失信主体名单|D. 受过行政处罚",C,"💡 记忆技巧：'严重失信主体名单'是硬杠杠，一票否决。"
800,single,"辅警招聘，拟录用人员名单应在网上进行为期（ ）的公示。","A. 3天|B. 10天|C. 7天|D. 5天",D,"💡 记忆技巧：公示期'5个工作日'。"
801,single,"通过辅警招聘，新录用的辅警实行（ ）。","A. 试用期|B. 实习期|C. 考察期|D. 见习期",A,"💡 记忆技巧：劳动法规定，劳动合同约定'试用期'。"
802,single,"未评定层级辅警实行半年的实习期，实习期内称（ ）。","A. 见习民警|B. 见习辅警|C. 实习民警|D. 实习辅警",B,"💡 记忆技巧：'见习辅警'。"
803,single,"公安机关（ ）负责对遵规守纪情况进行监督检查。","A. 督察部门|B. 纪检监察部门|C. 警务保障部门|D. 警务辅助人员管理部门",A,"💡 记忆技巧：'督察'管纪律作风。"
804,single,"辅警应当严守工作纪律，规范履职，下列选项中不符合行为规范的是。（ ）","A. 不在工作时间玩游戏、打牌、下棋、看视频、炒股、逛网店或购物|B. 有事外出口头请假|C. 遵守劳动纪律，按时上下班，不迟到、早退和旷工|D. 不在工作时间（包括上岗前和非工作日加值班）和工作场所饮酒",B,"💡 记忆技巧：请假应'书面'请假，口头请假不规范。"
805,single,"辅警应当严守工作纪律，规范履职，下列选项中不符合行为规范的是。（ ）","A. 有事外出提前书面请假并严格执行请销假制度，不擅自离岗或事后请假|B. 值班备勤期间溜岗去办私事|C. 对工作中遇到或发现突发、重大情况，立刻报告|D. 工作期间用语文明、行为得体、精神饱满、举止端庄、履职规范",B,"💡 记忆技巧：'溜岗办私事'是严重违纪。"
806,single,"辅警招聘体能测试参照（ ）规定执行。","A. 《国家体育总局基础体能测试参考标准》|B. 《国家公务员体能测评项目和标准》|C. 《公安机关录用人民警察体能测评项目和标准》|D. 《军队入伍体能测试标准》",C,"💡 记忆技巧：辅警参照'人民警察'体测标准。"
807,single,"警务辅助人员不得从事下列工作（ ）。","A. 接受、处理群众求助|B. 维护大型公共活动秩序|C. 押解违法犯罪嫌疑人|D. 技术侦察工作",D,"💡 记忆技巧：'技术侦察'涉及国家安全和侦查秘密，辅警不能从事。"
808,single,"警务辅助人员不得从事下列哪项工作（ ）。","A. 协助盘查、堵控、传唤、抓捕、监控、看管、押解违法犯罪嫌疑人|B. 协助开展社会治安防范、交通安全、禁毒、消防安全等宣传教育工作|C. 协助疏导交通、劝阻、纠正、报告交通安全违法行为，采集交通违法信息|D. 案件调查取证、出具鉴定报告、交通事故责任认定",D,"💡 记忆技巧：'调查取证、出具鉴定、事故认定'是执法权，辅警不能做。"
809,single,"警务辅助人员不得有以下行为（ ）。","A. 协助公安机关参与抢险救灾，保护公共财产和人民群众人身财产安全|B. 保管、携带警用武器|C. 协助公安机关看管各类违法犯罪嫌疑人员|D. 协助公安机关堵截、查缉被通缉、追捕的违法犯罪嫌疑人员",B,"💡 记忆技巧：辅警'不得保管、携带武器'。"
810,single,"警务辅助人员不可以协助从事下列工作（ ）。","A. 其他依法可以由警务辅助人员从事的工作|B. 武器、警械等警用装备保管和维护保养等警务保障工作|C. 文书助理、档案管理、接线查询、窗口服务、证件办理、信息采集与录入等行政管理工作|D. 心理咨询、新闻宣传、医疗、翻译、计算机网络维护、数据分析、软件研发、安全监测、通讯保障、资金分析、视频监控、非涉密财务管理、实验室分析、现场勘查、检验鉴定等技术支持工作",B,"💡 记忆技巧：'武器、警械的保管维护'涉密且危险，辅警不能做。"
811,single,"警务辅助人员陈某与朋友聊天时，将案情内容透露给他人，属于下列哪项行为（ ）。","A. 违反组织管理行为|B. 失职、渎职行为|C. 违反保密规定行为|D. 违反廉洁纪律行为",C,"💡 记忆技巧：'透露案情'是泄密，违反保密规定。"
